Submitted_Headline_1,Prefill_Suggested_Headline_1,Suggested_Headline_1_Option1,Suggested_Headline_1_Option2,Suggested_Headline_1_Option3,Submitted_Headline_2,Prefill_Suggested_Headline_2,Suggested_Headline_2_Option1,Suggested_Headline_2_Option2,Suggested_Headline_2_Option3,Submitted_Description,Prefill_Suggested_Description,Suggested_Description_Option1,Suggested_Description_Option2,Suggested_Description_Option3,Submitted_Path_1,Prefill_Suggested_Path_1,Suggested_Path_1_Option1,Suggested_Path_1_Option2,Suggested_Path_1_Option3,Submitted_Path_2,Prefill_Suggested_Path_2,Suggested_Path_2_Option1,Suggested_Path_2_Option2,Suggested_Path_2_Option3,Submitted_Status,Submitted_Time,Submitted_Writer
""Hire Qualified Developers"",""Top Sharepoint Developers"",""Top Sharepoint Developers"",""How It Works"",""Upwork - Top Rated Sharepoint Developers"",""Develop Powerful Services"",""How It Works"",""Top Sharepoint Developers"",""How It Works"",""Upwork - Top Rated Sharepoint Developers"",""Get Great Functionality from Any System. Hire a Skilled Developer on Upwork!"",""Find The Perfect Sharepoint Developers For Your Project"",""Find The Perfect Sharepoint Developers For Your Project"",""Upwork - Top Rated Sharepoint Developers"",""Top Sharepoint Developers"",""Developers"",""Work"",""Sharepoint"",""NULL"",""Find"","""",""NULL"",""Sharepoint"",""NULL"",""Find"",Completed,"2018-03-01 13:28:13",Kristofe
""Hire Arduino Programmers"",""How It Works"",""Hire Arduino Programmers"",""How It Works"",""Top Rated Arduino Programmers"",""Build Custom Electronics"",""Top Rated Arduino Programmers"",""Hire Arduino Programmers"",""How It Works"",""Top Rated Arduino Programmers"",""For Fast Prototyping or Unique Solutions. Hire Arduino Programmers on Upwork!"",""Hire Arduino Programmers"",""Hire Arduino Programmers"",""Find The Perfect Arduino Programmers For Your Project"",""Upwork - Top Rated Arduino Programmers"",""Arduino"",""Work"",""Hire_Arduino"",""NULL"",""Find"",""Programmers"",""Hire"",""Hire_Arduino"",""NULL"",""Find"",Completed,"2018-03-01 13:27:05",Kristofe
""Hire Android Game Programmers"",""Hire Android Programmers"",""Hire Android Programmers"",""How It Works"",""Top Rated Android Programmers"",""Bring Your Fun Idea to Life"",""How It Works"",""Hire Android Programmers"",""How It Works"",""Top Rated Android Programmers"",""Create Engaging Professional Games for Android. Hire a Programmer on Upwork!"",""Find The Perfect Programmers For Your Project"",""Find The Perfect Programmers For Your Project"",""Hire Android Programmers"",""Upwork - Top Rated Android Programmers"",""Android"",""Find"",""Android_Game"",""NULL"",""Find"",""Game-Programmer"",""Android_Game"",""Android_Game"",""NULL"",""Find"",Completed,"2018-03-01 13:25:30",Kristofe
""Hire Top Bloggers"",""Hire Top Bloggers"",""Hire Top Bloggers"",""How It Works"",""Hire The Right Freelancer."",""Get Fresh Content on Any Topic"",""How It Works"",""Hire Top Bloggers"",""How It Works"",""Hire The Right Freelancer."",""Keep Your Audience Coming Back for More. Hire Bloggers on Upwork Today!"",""Get More Done With Top‑Quality Freelancers"",""Get More Done With Top‑Quality Freelancers"",""Find The Perfect Bloggers For Your Project"",""Hire Top Bloggers"",""Blogger"",""Pay_Blogger"",""Pay_Blogger"",""NULL"",""Find"",""Freelancers"",""Hire"",""Pay_Blogger"",""NULL"",""Find"",Completed,"2018-03-01 13:23:08",Kristofe
""Hire Top C Developers"",""Top Rated C Developers"",""Top Rated C Developers"",""How It Works"",""Hire Top C+ Developers"",""Develop the Software You Need"",""How It Works"",""Top Rated C Developers"",""How It Works"",""Hire Top C+ Developers"",""Get Professional Code for Your Next Project. Hire C Developers on Upwork!"",""Find The Perfect C Developers For Your Project"",""Find The Perfect C Developers For Your Project"",""Upwork - Top Rated C Developers"",""Top Rated C Developers"",""C-Developer"",""C_Developer"",""C_Developer"",""NULL"",""Find"","""",""Hire"",""C_Developer"",""NULL"",""Find"",Completed,"2018-03-01 11:51:16",Kristofe
""Hire Contract Developers"",""How It Works"",""Hire Contract Developers"",""How It Works"",""Top Rated Contract Developers"",""Create New Systems & Solutions"",""Top Rated Contract Developers"",""Hire Contract Developers"",""How It Works"",""Top Rated Contract Developers"",""Expand Your Products, Services, & Business with a Contract Developer. Sign Up!"",""Hire Contract Developers"",""Hire Contract Developers"",""Find The Perfect Contract Developers For Your Project"",""Upwork - Top Rated Contract Developers"",""Contract"",""NULL"",""Hire_Contract"",""NULL"",""Find"",""Developers"",""Work"",""Hire_Contract"",""NULL"",""Find"",Completed,"2018-03-01 11:47:27",Kristofe
""Hire an API Freelancer"",""How It Works"",""Hire an API Freelancer"",""How It Works"",""Upwork - Top Rated Api Pros"",""Integrate Your Systems"",""Top Rated Api Pros"",""Hire an API Freelancer"",""How It Works"",""Upwork - Top Rated Api Pros"",""Make the Most of Platforms & Services with APIs. Hire a Freelancer to Help!"",""Hire an API Freelancer"",""Hire an API Freelancer"",""Upwork - Top Rated Api Pros"",""Top Rated Api Pros"",""API-Freelancer"",""Api_Freelancer"",""Api_Freelancer"",""NULL"",""Find"","""",""Hire"",""Api_Freelancer"",""NULL"",""Find"",Completed,"2018-03-01 11:46:45",Kristofe
""Hire an Arduino Expert"",""How It Works"",""Hire an Arduino Expert"",""How It Works"",""Top Rated Arduino Pros"",""Build Custom Devices"",""Top Rated Arduino Pros"",""Hire an Arduino Expert"",""How It Works"",""Top Rated Arduino Pros"",""Create the Electronics & Solutions You Need with Arduino. Hire an Upwork Expert!"",""Hire an Arduino Expert"",""Hire an Arduino Expert"",""Upwork - Top Rated Arduino Pros"",""Top Rated Arduino Pros"",""Arduino"",""Arduino_Expert"",""Arduino_Expert"",""NULL"",""Find"",""Expert"",""Work"",""Arduino_Expert"",""NULL"",""Find"",Completed,"2018-03-01 11:43:47",Kristofe
""Hire eCommerce Experts"",""Hire eCommerce Experts"",""Top Rated Shopify Programmers"",""Hire eCommerce Experts"",""How It Works"",""Build Your Online Store"",""How It Works"",""Top Rated Shopify Programmers"",""Hire eCommerce Experts"",""How It Works"",""Create a Streamlined Webstore Experience with the Right Programmer. Hire Here!"",""Top Rated Shopify Programmers"",""Upwork - Top Rated Shopify Programmers"",""Top Rated Shopify Programmers"",""Find The Perfect Programmers For Your Project"",""eCommerce"",""Work"",""Shopify"",""NULL"",""Find"",""Programmers"",""Find"",""Shopify"",""NULL"",""Find"",Completed,"2018-03-01 11:08:44",Kristofe
""Hire eCommerce Freelancers"",""Ecommerce Freelancers"",""Ecommerce Freelancers"",""How It Works"",""Hire The Right Freelancer."",""Sell More Effectively Online"",""How It Works"",""Ecommerce Freelancers"",""How It Works"",""Hire The Right Freelancer."",""Get the Help You Need to Expand Sales & Business. Hire eCommerce Freelancers!"",""Get More Done With Top‑Quality Freelancers"",""Get More Done With Top‑Quality Freelancers"",""Find The Perfect Freelancers For Your Project"",""Ecommerce Freelancers"",""ECommerce"",""Hire_Ecommerce"",""Hire_Ecommerce"",""NULL"",""Find"","""",""NULL"",""Hire_Ecommerce"",""NULL"",""Find"",Completed,"2018-03-01 11:07:46",Kristofe
""Hire Design Freelancers"",""How It Works"",""Hire Design Freelancers"",""How It Works"",""Hire The Right Freelancer."",""Create the Look You Want"",""Hire The Right Freelancer."",""Hire Design Freelancers"",""How It Works"",""Hire The Right Freelancer."",""Upgrade Your Software, Website, Products, & More. Hire a Design Freelancer!"",""Hire Design Freelancers"",""Hire Design Freelancers"",""Get More Done With Top‑Quality Freelancers"",""Find The Perfect Freelancers For Your Project"",""Designers"",""Hire_Design"",""Hire_Design"",""NULL"",""Find"","""",""NULL"",""Hire_Design"",""NULL"",""Find"",Completed,"2018-03-01 11:06:36",Kristofe
""Hire Website Marketers"",""Top Rated Website Marketers"",""Hire Website Marketers"",""Top Rated Website Marketers"",""How It Works"",""Make Your Brand Stand Out"",""How It Works"",""Hire Website Marketers"",""Top Rated Website Marketers"",""How It Works"",""Get the Attention You Need to Grow Your Business. Hire Website Marketers!"",""Hire Website Marketers"",""Hire Website Marketers"",""Upwork - Top Rated Website Marketers"",""Top Rated Website Marketers"",""Website"",""Find"",""Website"",""NULL"",""Find"",""Marketers"",""Hire"",""Website"",""NULL"",""Find"",Completed,"2018-03-01 11:05:55",Kristofe
""Hire Ionic Freelancers"",""How It Works"",""Hire Ionic Freelancers"",""How It Works"",""Top Rated Ionic Freelancers"",""Effectively Use Frameworks"",""Top Rated Ionic Freelancers"",""Hire Ionic Freelancers"",""How It Works"",""Top Rated Ionic Freelancers"",""Integrate Your Systems with Ionic Frameworks. Hire an Ionic Freelancer Today!"",""Hire Ionic Freelancers"",""Hire Ionic Freelancers"",""Upwork - Top Rated Ionic Freelancers"",""Top Rated Ionic Freelancers"",""Ionic"",""Hire_Ionic"",""Hire_Ionic"",""NULL"",""Find"",""Freelancer"",""Hire"",""Hire_Ionic"",""NULL"",""Find"",Completed,"2018-03-01 11:05:11",Kristofe
""Hire Branding Marketers"",""Top Rated Branding Marketers"",""Hire Branding Marketers"",""Top Rated Branding Marketers"",""How It Works"",""Make Your Organization Shine"",""How It Works"",""Hire Branding Marketers"",""Top Rated Branding Marketers"",""How It Works"",""Get the Attention Your Company Craves. Hire a Skilled Branding Marketer Here!"",""Hire Branding Marketers"",""Hire Branding Marketers"",""Upwork - Top Rated Branding Marketers"",""Top Rated Branding Marketers"",""Branding"",""Work"",""Branding"",""NULL"",""Find"",""Marketing"",""Hire"",""Branding"",""NULL"",""Find"",Completed,"2018-03-01 11:02:16",Kristofe
""Hire Top Developers"",""Top Rated Ibm Developers"",""Hire Top IBM Developers"",""Top Rated Ibm Developers"",""How It Works"",""Build Tools, Platforms, & More"",""Hire Top IBM Developers"",""Hire Top IBM Developers"",""Top Rated Ibm Developers"",""How It Works"",""Design the Solutions Your Business or Customers Need. Hire a Developer Now!"",""Find The Perfect Ibm Developers For Your Project"",""Find The Perfect Ibm Developers For Your Project"",""Hire Top IBM Developers"",""Upwork - Top Rated Ibm Developers"",""Developer"",""Ibm_Developer"",""Ibm_Developer"",""NULL"",""Find"","""",""Work"",""Ibm_Developer"",""NULL"",""Find"",Completed,"2018-03-01 11:01:25",Kristofe
""Hire Top Copywriters"",""Hire Top Copywriters"",""Hire Top Copywriters"",""Top Rated Writers"",""How It Works"",""Create More Compelling Content"",""Top Rated Writers"",""Hire Top Copywriters"",""Top Rated Writers"",""How It Works"",""Make Your Website, Ads, & Blogs Stand out Even More. Hire Top Copywriters Now!"",""Find The Perfect Freelancers For Your Project"",""Find The Perfect Freelancers For Your Project"",""Hire Top Copywriters"",""Upwork - Top Rated Writers"",""Copywriters"",""Copywriting"",""Copywriting"",""NULL"",""Find"","""",""Work"",""Copywriting"",""NULL"",""Find"",Completed,"2018-03-01 10:59:11",Kristofe
""Hire App Development Pros"",""How It Works"",""Top Rated App Development Pros"",""How It Works"",""Hire Top App Developers"",""Build the Software You Need"",""Hire Top App Developers"",""Top Rated App Development Pros"",""How It Works"",""Hire Top App Developers"",""Design Apps for Your Customers or Your Business. Hire App Development Pros!"",""Top Rated App Development Pros"",""Upwork - Top Rated App Development Pros"",""Top Rated App Development Pros"",""Find The Perfect Experts For Your Project"",""App-Developers"",""NULL"",""App"",""NULL"",""Find"","""",""Work"",""App"",""NULL"",""Find"",Completed,"2018-03-01 10:57:52",Kristofe
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Cancelled,"2018-02-28 22:12:37",guilhermepaesa
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Cancelled,"2018-02-28 22:12:37",guilhermepaesa
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Cancelled,"2018-02-28 22:12:37",guilhermepaesa
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Cancelled,"2018-02-28 22:12:37",guilhermepaesa
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Cancelled,"2018-02-28 22:12:37",guilhermepaesa
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Cancelled,"2018-02-28 22:12:37",guilhermepaesa
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Cancelled,"2018-02-28 22:12:37",guilhermepaesa
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Cancelled,"2018-02-28 22:12:37",guilhermepaesa
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Cancelled,"2018-02-28 22:12:37",guilhermepaesa
""Upwork App Developers"",""Hire Top App Developers"",""Hire Top App Developers"",""Top Rated App Developers"",""How It Works"",""Hire Professionals"",""How It Works"",""Hire Top App Developers"",""Top Rated App Developers"",""How It Works"",""Professional Developers Knowledgeable in C#, CSS3, HTML5 and More. Hire Today!"",""Find The Perfect App Developers For Your Project"",""Find The Perfect App Developers For Your Project"",""Hire Top App Developers"",""Upwork - Top Rated App Developers"",""Professionals"",""App_Developers"",""App_Developers"",""NULL"",""Find"",""App-Developers"",""Work"",""App_Developers"",""NULL"",""Find"",Rejected,"2018-02-28 12:23:54",emzika.menor
""Upwork Freelance Talent"",""Top Rated App Development Pros"",""Top Rated App Development Pros"",""How It Works"",""Hire Top App Developers"",""Hire for App Development"",""How It Works"",""Top Rated App Development Pros"",""How It Works"",""Hire Top App Developers"",""The Cost-Effective Way to Get Professional App Developers. Hire at Upwork Today!"",""Upwork - Top Rated App Development Pros"",""Upwork - Top Rated App Development Pros"",""Top Rated App Development Pros"",""Find The Perfect Experts For Your Project"",""Freelance"",""App"",""App"",""NULL"",""Find"",""App-Development"",""Hire"",""App"",""NULL"",""Find"",Rejected,"2018-02-28 12:19:40",emzika.menor
""Freelance App Developers"",""Hire Top App Developers"",""Hire Top App Developers"",""Top Rated App Developers"",""How It Works"",""Hire Professional Talent"",""How It Works"",""Hire Top App Developers"",""Top Rated App Developers"",""How It Works"",""Quality Coding from Professional App Developers. Post a Job at Upwork Now!"",""Find The Perfect App Developers For Your Project"",""Find The Perfect App Developers For Your Project"",""Hire Top App Developers"",""Upwork - Top Rated App Developers"",""Talent"",""App_Developers"",""App_Developers"",""NULL"",""Find"",""App-Developers"",""Work"",""App_Developers"",""NULL"",""Find"",Rejected,"2018-02-28 12:15:23",emzika.menor
""Hire Upwork Freelancers"",""Upwork� Freelancers"",""Upwork� Freelancers"",""How It Works"",""Hire Top Rated Freelancers"",""Post Your Job Today"",""How It Works"",""Upwork� Freelancers"",""How It Works"",""Hire Top Rated Freelancers"",""Get the Professionals You Need to Expand Your Business. Sign Up Today!"",""Hire And Work With Top-Rated Freelancers"",""Hire And Work With Top-Rated Freelancers"",""Upwork� Freelancers"",""Hire Top Rated Freelancers - Upwork"",""Post-Jobs"",""Post_Job"",""Post_Job"",""NULL"",""How It Works"","""",""NULL"",""Post_Job"",""NULL"",""How It Works"",Completed,"2018-02-28 11:51:10",Kristofe
""Hire a YouTube Freelancer"",""How It Works"",""Hire a YouTube Freelancer"",""How It Works"",""Top Rated Youtube Pros"",""Build Your Channel"",""Top Rated Youtube Pros"",""Hire a YouTube Freelancer"",""How It Works"",""Top Rated Youtube Pros"",""Create Content, Find Advertisers, & Gain Followers. Hire a YouTube Freelancer!"",""Hire a YouTube Freelancer"",""Hire a YouTube Freelancer"",""Upwork - Top Rated Youtube Pros"",""Top Rated Youtube Pros"",""YouTube"",""NULL"",""Youtube"",""NULL"",""Find"",""Freelancer"",""Hire"",""Youtube"",""NULL"",""Find"",Completed,"2018-02-28 10:51:07",Kristofe
""Hire Top UX UI Developers"",""Hire Top Ux Ui Developers"",""Hire Top Ux Ui Developers"",""Top Rated Ux Ui Developers"",""How It Works"",""Make Designs Easier to Use"",""How It Works"",""Hire Top Ux Ui Developers"",""Top Rated Ux Ui Developers"",""How It Works"",""From Websites to Games to Apps, Create a Great UX & UI. Hire a Developer!"",""Top Rated Ux Ui Developers"",""Hire Top Ux Ui Developers"",""Upwork - Top Rated Ux Ui Developers"",""Top Rated Ux Ui Developers"",""Ux_Ui"",""Ux_Ui"",""Ux_Ui"",""NULL"",""Find"",""Developer"",""Hire"",""Ux_Ui"",""NULL"",""Find"",Completed,"2018-02-28 10:48:58",Kristofe
""Hire Database Freelancers"",""How It Works"",""Database Freelancer"",""How It Works"",""Top Rated Database Pros"",""Manage & Understand Your Data"",""Top Rated Database Pros"",""Database Freelancer"",""How It Works"",""Top Rated Database Pros"",""Make the Most of Every Bit of Info You Have. Hire a Database Freelancer Here!"",""Database Freelancer"",""Database Freelancer"",""Upwork - Top Rated Database Pros"",""Top Rated Database Pros"",""Database"",""Hire"",""Database"",""NULL"",""Find"",""Freelancer"",""Database"",""Database"",""NULL"",""Find"",Completed,"2018-02-28 10:46:14",Kristofe
""Hire a YouTube Expert"",""How It Works"",""Hire a YouTube Expert"",""How It Works"",""Top Rated Youtube Pros"",""Create Compelling Videos"",""Top Rated Youtube Pros"",""Hire a YouTube Expert"",""How It Works"",""Top Rated Youtube Pros"",""From Content Creation to Gaining Followers, a YouTube Expert can Help. Sign Up!"",""Hire a YouTube Expert"",""Hire a YouTube Expert"",""Upwork - Top Rated Youtube Pros"",""Top Rated Youtube Pros"",""YouTube-Expert"",""Youtube_Expert"",""Youtube_Expert"",""NULL"",""Find"","""",""Work"",""Youtube_Expert"",""NULL"",""Find"",Completed,"2018-02-28 10:45:19",Kristofe
""Hire Security Coders"",""How It Works"",""How It Works"",""Find Top Security Coders"",""Top Rated Security Coders"",""Lock Down Systems & Software"",""Find Top Security Coders"",""How It Works"",""Find Top Security Coders"",""Top Rated Security Coders"",""Prevent Bad Actors from Causing Headaches. Find Security Coders on Upwork!"",""Find The Perfect Security Coders For Your Project"",""Find The Perfect Security Coders For Your Project"",""Find Top Security Coders"",""Upwork - Top Rated Security Coders"",""Security-Coders"",""Find_Security"",""Find_Security"",""NULL"",""Find"","""",""Work"",""Find_Security"",""NULL"",""Find"",Completed,"2018-02-28 10:43:37",Kristofe
""Hire Game Developers on Upwork"",""Top Rated Game Developers"",""Hire Top Game Developers"",""Top Rated Game Developers"",""How It Works"",""Bring Your Fun Idea to Life"",""How It Works"",""Hire Top Game Developers"",""Top Rated Game Developers"",""How It Works"",""Entertain Your Audience with a Great Game. Find Qualified Developers on Upwork!"",""Find The Perfect Game Developers For Your Project"",""Find The Perfect Game Developers For Your Project"",""Hire Top Game Developers"",""Upwork - Top Rated Game Developers"",""Game-Developers"",""Game_Developer"",""Game_Developer"",""NULL"",""Find"","""",""NULL"",""Game_Developer"",""NULL"",""Find"",Completed,"2018-02-28 10:41:47",Kristofe
""Hire 3D Animators on Upwork"",""The Top 1% Of 3D Animators"",""Hire Top 3D Animators"",""The Top 1% Of 3D Animators"",""How It Works"",""Compelling Designs for Media"",""How It Works"",""Hire Top 3D Animators"",""The Top 1% Of 3D Animators"",""How It Works"",""Create Animations for Movies, Games, & More. Find 3D Animators on Upwork Now!"",""Hire Top 3D Animators"",""Hire Top 3D Animators"",""Upwork - The Top 1% Of 3D Animators"",""The Top 1% Of 3D Animators"",""3D-Animators"",""3D_Animator"",""3D_Animator"",""NULL"",""Find"","""",""Find"",""3D_Animator"",""NULL"",""Find"",Completed,"2018-02-28 10:40:53",Kristofe
